REFNUM	Days	EVTYPE	STATE	FATALITIES	INJURIES	Property	Crop	REMARKS
312672	1998-05-01	HEAVY RAIN	CA	0	0	0	2e+08	Continued abnormally wet weather during the month of May caused huge crop and livestock losses in not only San Joaquin County, but many counties in the Central Valley.  However, only San Joaquin County had preliminary estimates available.  Crop losses due to record or near record rain during the period February 1998 to May 1998 in interior northern California may total in the billions.
312976	1998-12-20	EXTREME COLD	CA	0	0	0	5.96e+08	On December 19th an arctic airmass began moving over Central California.  The resulting cold air pool from advection and radiational cooling in the lowest levels of the atmosphere led to a devastating freeze to crops, especially citrus, in the Central and Southern San Joaquin Valley from December 20th through 27th.  Estimates of direct crop loss reached $596M for the Central and Southern San Joaquin Valley with an indirect economic loss estimated at $2.7B to local area economies.  The largest percentage of area crop losses were to lemons and oranges but several other unharvested fruit and vegetable crops, including avocados and broccoli, also suffered widespread damage.  Mornings of freezing temperatures lasted from the 20th through the 30th but the coldest mornings of concern to agriculture generally ended on the 27th.  On the morning of the 23rd, for example, minimum temperatures dropped to the 16-24 deg F. range with time durations less than 28 deg F. in excess of 16 hours in many locations.  Fresno had a record low maximum temperature of only 34 deg F. on the 21st eclipsing the old record of 35 deg F. set in 1908.  A record low maximum temperature was seen in Bakersfield on the 22nd with the mercury only reaching 34 deg F. and only 35 deg F. for Fresno.  Subsequently a record low temperature was tied in Bakersfield on the morning of the 23rd with a 19 deg F. reading.  This freeze was eerily reminiscent of a similar event during the same time period in December of 1990.
314044	1998-02-02	TORNADO	FL	0	6	1.75e+08	0	 At 2022 est f1-f2 tornado touched down nw 36th st/curtis parkway damaging about 12 planes at mia international airport. The mia asos recorded a gust of 90 knots. The f2 tornado crossed through virginia gardens and south miami springs in a 100-200 yard path damaging many buildings and hurling a 2 by 4 board through an apartment door. Showing f1 intensity the tornado continued through miami springs uprooting trees and damaging roof tops. At 2027 est the tornado intensified to f2 into south hialeah severly damaging structures. the tornado weakened to f1 near hialeah race track  and the path widened to one to three miles...with indications of three or four individual tornadoes of f1 intensity moving in tandem to the north.. at 2031 est the main tornado reintensified to f2 status as it approached opa locka airport severly damaging the roof of the ups facility then damaging or destroying 140 aircraft and a hangar at the airport blowing some debris nearly a half mile. The tornadoes weakened to f1 status as they moved through carol city damaging homes and utility poles.    ...a developing low pressure over the north gulf of mexico resulted in a tightening pressure gradient over south florida and adjacent waters. Southeast winds sustained at gale force with higher gusts occurred through most of 02/02/98. A pre-frontal trough of low pressure developed over the southeastern gulf of mexico early 02/02/98. This resulted in a highly unstable airmass which was lifted by strong mid and upper level jets by late afternoon. Tornado and severe thunderstorm producing storms moved through the florida keys between 1530 And 1930 est. The thunderstorms moved over south florida between 1930 and 2130 est.  The culmination of gail force winds...several severe thunderstorms and two tornadoes resulted in widespread damage in the florida keys. Trees...power lines and light poles were down most locations south of key largo. Some minor coastal flooding occurred. Boats were capsized and docks were damaged. A support buoy for an underwater lab was dislodged and drifted ashore. Fema reported one house completely destroyed and 23 homes damaged. Several businesses were damaged. Extensive damage occurred to the fishing industry primarilly loss of lobster traps.  
314382	1998-03-10	FLOOD	FL	0	0	3.67e+08	0	Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Walton, and Jackson counties were declared federal disaster areas.  Nearly 6 inches of rain from March 8-9 caused urban/small stream flooding in Bayou George and much of the north and northwest Bay County.  In Calhoun County, 28 county roads and State Road 69 were closed to flooding.  Approximately 400 homes and businesses sustained flood damage (57 in Blountstown).  The Chipola River at Altha crested near 31.2 feet on March 14.  The Apalachicola River at Blountstown crested near 27.2 feet (third highest) on March 13.  In Dixie County, rising waters along the Suwannee River forced the evacuation of 200 residents.  Numerous county and secondary roads were flooded.  In Franklin County, rising waters along the Apalachicola River flooded 40 to 50 homes near Fort Gadsden and Bay City.  In Gadsden County, floodwaters closed State Road 12 near Concord.  In Gulf County,  nearly 600 homes sustained flood damage and more than 60 county and secondary roads were closed where water was four feet deep in places.  Howard Creek (pop. 400) experienced the worst flooding.  More than 2000 people were evacuated.  In Holmes County, flooding along the Choctawhatchee River forced evacuations in Westville, New Hope, and Cerro Gordo.  Numerous county and secondary roads were closed.  In Walton County, the Choctawhatchee and Shoal rivers overflowed their banks which closed 37 roads and damaged 200 homes at Red Bay and Steel Field.  In Jackson County, 75 to 100 families fled floodwaters as the Chipola River overflowed its banks.  An estimated 140 residences were damaged and 40 roads were closed.  The worst flooding was along State Highway 2 near Campbellton.  The Chipola River at Marianna crested near 24.1 feet on March 11.  In Lafayette County, the Suwannee River crested near 33.9 feet at Branforfd and 14.9 feet at Wilcox on March 9.  Floodwaters engulfed High Smith Park and portions of Dowling Park as well as railroad tracks and a municipal park in Branford.  In Leon County, Fairbanks Ferry Road (CR 12) as well as 11 other roads become flooded.  Minor flooding is observed along Munson Slough.  The Ochlockonee River crested near 21.6 feet at Bloxham on March 12.  In Liberty County, minor flooding is observed along the Apalachicola River from Bristol to Lewis.  In Madison County, water covered some unpaved roads where the Withlacoochee and Suwannee rivers merge.  The Withlacoochee River crested near 82 feet at Pinetta on March 15.  The Suwannee River crested near 61.7 feet at Ellaville on March 18.  Portions of the Suwannee River State Park were closed to high water.  In Taylor County, lowland flooding was observed in Perry where rainfall where 3 to 5 inches of rain fell within a 48-hour period.  In Wakulla County, flooding of a few roads and residences in Sopchoppy where the river crested on March 11.  The St. Marks River crested near 8.7 feet at Newport.  Portions of Natural Bridge Road and lowlands were flooded.  In Jefferson County, widespread lowland flooding occurred as the Aucilla River crested between 12.5 and 13 feet at Lamont.  In Washington County, approximately 50 to 60 homes and businesses were damaged in Caryville and Ebro.  Numerous county and secondary roads were closed.  The Choctawhatchee River crested near 19.7 feet at Caryville on March 12.   
314803	1998-07-01	WILD/FOREST FIRE	FL	0	52	2e+08	0	The excessive heat and lack of rain that existed over east central Florida for much of June and July resulted in wild fires beginning in June and spreading over huge areas of Volusia and Brevard counties in late June and early July.  Wild fires were also reported in Orange and Seminole counties. Hundreds of firefighters were called in from all over the Nation to help battle the fires. No major population centres were threatened but a huge battle was waged to keep the fires out of the towns of Mims and Scottsmoor. Residents of the area suffered may days of breathing heavy smoke that significantly reduced visibility. At one point Interstate 95 was closed through northern Brevard and Volusia counties. Little could be done except to protect homes and populated areas until rains began to fall after the first week in July.  In east central Florida about 300,000 acres of land burned including 62 homes and 7 businesses. About 70 people were injured while fighting or fleeing the fires. There were no fatalities. Total damages were estimated at $300 million.   
314805	1998-07-01	WILD/FOREST FIRE	FL	0	11	1.5e+08	0	The excessive heat and lack of rain that existed over east central Florida for much of June and July resulted in wild fires beginning in June and spreading over huge areas of Volusia and Brevard counties in late June and early July.  Wild fires were also reported in Orange and Seminole counties. Hundreds of firefighters were called in from all over the Nation to help battle the fires. No major population centres were threatened but a huge battle was waged to keep the fires out of the towns of Mims and Scottsmoor. Residents of the area suffered may days of breathing heavy smoke that significantly reduced visibility. At one point Interstate 95 was closed through northern Brevard and Volusia counties. Little could be done except to protect homes and populated areas until rains began to fall after the first week in July.  In east central Florida about 300,000 acres of land burned including 62 homes and 7 businesses. About 70 people were injured while fighting or fleeing the fires. There were no fatalities. Total damages were estimated at $300 million.   
315251	1998-09-25	HURRICANE	FL	0	0	2.55e+08	1.5e+07	100,000 people evacuated. Spiral bands associated with Hurricane Georges moved north over south Florida on the evening of Thursday September 24 1998. The convective activity embedded in the spiral bands was moving to the southwest near 45 knots. Hurricane Georges moved off the coast of central Cuba on the morning of Friday September 25 1998. Georges moved northwest over the Straits of Florida. The eye passed over Key West at mile marker 1 of US-1 between 1100 AM EST and 1230 PM EST.  The greastest damage from wind and storm surge flooding occurred in the lower Keys from Cudjoe Key, mile marker 21, to Big Pine Key, mile marker 31. NWS personnel estimated 105-110 knot wind gusts from the south and southeast in this area with sustained winds near 90 knots.  As the north side of the eye wall passed over Key West, the highest sustained winds were 58 knots with gusts to 76 knots from the east and northeast. The Key West ASOS lost power at that time. Georges continued to move northwest over the Gulf of Mexico. The southwest coast of Florida experienced widespread beach erosion from the storm surge. 
315256	1998-09-25	HURRICANE	FL	0	0	1.35e+08	0	See the narrative on Hurricane Georges under Alabama, Southwest, September 25-29, 1998.  Preliminary estimates of agricultural damage in Northwest Florida were twenty to twenty-five million in losses to cotton, soybeans, peanuts and chickens due to the storm.
315475	1998-03-08	FLOOD	GA	1	1	1.61e+08	0	An intense Gulf storm produced 5 to 12 inches of rain across much of southwest Georgia on March 7-9 which caused widespread flooding.  Baker, Ben Hill, Cook, Colquitt, Dougherty, Lee, Miller, Mitchell, Terrell, Decatur, Early, Brooks, Colquitt, Clay, Seminole, Calhoun, Thomas, and Worth counties were declared federal disaster areas.  In Ben Hill County, floodwaters claimed the life of a Irwinville man whose vehicle overturned.  In Baker County, several homes and businesses were flooded in Newton.  100 residents within the Newton city limits were evacuated.  Numerous county and secondary roads were closed.  Flooding along the Itchuaway-Nochaway Creek forced additional evacuations at Milford.  The Flint River crested at Newton near 36.4 feet on March 12.  In Brooks County, the Little River overflowed its banks which closed the Antioch Road bridge.  Several county and secondary roads were closed.  In Calhoun and Clay counties, several schools were closed due to dangerous road conditions.  In Colquitt County, 25 residents were evacuated.  Hardest hit areas were along Indian Creek, Indian Lake, and Bear Creek.  75 county and secondary roads were closed.  The Camilla Road bridge was closed to high water in Moultrie.  Several Moultrie Housing Authority residents were displaced and a few streets in Norman Park were flooded.  In Cook County, several county and secondary roads were washed out.  In Decatur County, approximately 185 families evacuated their homes in the Flint River Heights and Riverdale subdivisions of Bainbridge.  20 county roads and 60 homes were damaged.  Spring Creek overflowed its banks closing US Highway 84 at Brinson.  The Elberta Crate Company lumber yard sustained flood damage.  Floodwaters submerged much of West Bainbridge as well as several factories, businesses, and homes.  The Flint River crested near 34.7 feet at Bainbridge on March 13.  In Dougherty County, nearly 11,000 residents were evacuated in Albany.  Several city and county roads were flooded.  An estimated 500 homes were damaged.  Many city schools were closed including Albany College.  Waters overflowed the right bank levee into a downstream housing development.  The Flint River creested at 36.9 feet (third highest) on March 11.  In Early County, Long Branch Creek flooded 30 homes at Damascus.  Several homes in Saffold and Jakin were flooded.  One man was injured whe he drove his vehicle through a barricade at Cedar Springs.  Numerous county and secondary roads were closed.  In Lee County, portions of US Highway 19 were closed to floodwaters.  The Muckalee Creek crested near 17.1 feet at Leesburg on March 9.  A few homes sustained minor flooding in the North Hampton subdivision (7 miles downstream from the river gage).  In Lowndes County, Skipper Bridge, Little River, and Franklinville Roads flooded.  Some houses along the Little River sustained minor flood damage.  Portions of Valdosta flooded, especially along the right bank of the Withlacoochee River which crested at 22.5 feet on March 11.  In Miller County, Spring Creek and some streams overflowed their banks.  Numerous county and dirt roads were impassable.  10,000 gallons of raw sewage spilled into south Colquitt and some city streets were flooded.  In Mitchell County, high waters closed numerous roads as county creeks and streams overflowed their banks.  In Seminole County, several secondary and state roads were closed along Spring Creek and Fishpond Drain.  In Terrell County, 19 county roads and State Highway 55 were impassable.  Numerous creeks and tributaries overran their banks.  Homes along the lower Kinchafoonee Road and creek were damaged as well as residences on Century Road in Dawson.  The Kinchafoonee Creek at Dawson crested near 21.7 feet on March 10.  In Thomas County,  homes along the Ochlockonee River were evacuated as levels exceeded 18 feet and road access was impossible.  Houses and trailers had water up to the doorsteps in the Lake Riverside and Stewart Avenue areas.  The Ochlockonee River crested at Thomasville near 22 feet on March 10.  In Worth County, 150  county and secondary roads were washed out.                           M32VE
322547	1998-04-16	HAIL	KY	0	0	5.1e+08	0	A large classic supercell thunderstorm moved from northern Logan county through central parts of Warren, Barren and Metcalfe counties and then into western Adair county. A swath of large hail accompanied the storm across Logan and Warren counties and correlated well with maximum KLVX WSR-88D composite reflectivities. Many places along the route of the storm reported baseball size hail. Bowling Green was particularly devastated by the storm with incredible damage to all area car lots, all police cars, homes and Western Kentucky University. Every car dealership and rent-a-car lot had all of their cars totaled. In all, 8,300 homes, 900 mobile homes, 4,000 vehicles, 37 businesses, and 14 apartments sustained major damage. Minor damage was reported to 1,300 homes, 6,000 vehicles, 42 businesses and 4 churches. Most of this damage was attributed to the hail as opposed to the F1 tornado that passed just to the south of Bolwing Green. In fact the total damage attributed to hail was estimated at at least 510 million dollars. Several people also received minor injuries from being struck by the hail.  
323957	1998-01-05	ICE STORM	ME	1	0	3.04e+08	0	M81PH A severe ICE STORM hit sections of central and southern Maine from January 5 through January 9.  One of the hardest hit areas stretched from Bridgton to Lewiston to Augusta to Waterville where ice accreted several inches thick on trees, power lines, and other exposed surfaces causing almost everyone in those areas to lose electrical service.   Statewide, the storm knocked out power to about 365,000 customers, an estimated 840,000 people or about 70 percent of the state's population of 1.2 million people.  About one third of those that lost power were without electricity for more than a week.  For some, the electricity was off for up to 3 weeks.  During this time, residents and those involved with the restoration efforts had to contend with snow, additional freezing rain, rain, slippery roads, falling ice and other debris, sub-zero temperatures, strong winds, and dangerous wind chills.  For many homes, the lack of electrical power also meant no heat, no running water, no means for cooking food.   In Maine, the storm caused an estimated 300 million dollars in damages (as of late April) with this estimate continuing to climb as cleanup efforts continue.  Debris cleanup from the storm was expected to last into the summer.  Utilities had to replace over 3200 snapped utility poles, over 1.2 million feet of wire/cable, more than 1600 crossarms, and more than 2100 transformers.   A major transmission line that serviced Downeast Maine was flattened by the storm as the weight of the ice snapped all the poles in an eight-mile section of line.  A total of 7 radio or communications towers were felled by the ice.  The storm damaged an estimated $300 million worth of timber with after harvest losses estimated to be $28 million.  Numerous disaster shelters were set up throughout the affected areas.  Following the storm, all counties in Maine were declared federal disaster areas by the President. The storm started as intermittent light freezing rain freezing drizzle during the early morning hours of Monday, January 5th and continued through the day Wednesday, January 7th.  While temperatures warmed to above freezing in some parts of southern Maine during this period, areas of central interior Maine remained below freezing.  By Wednesday morning, areas of central interior Maine were reporting generally 1/8 to 1/4 inch of ice accretion with some localized areas with up to 1/2 inch of ice accretion.  Northern Maine had light snow during this period. Steadier and heavier freezing rain and freezing drizzle developed over portions of central and southern Maine during Wednesday afternoon and evening, January 7, 1998 and continued through Friday, January 9th, as a quasistationary front remained south of the state.  To the north of the front, cold air remained entrenched near the ground as warm moist air moved northward from the mid-Atlantic states over the wedge of colder air.  Severe icing occurred over most of southern and central Maine. By Saturday morning, January 10, the precipitation had ended over Maine with 1 to 3 inches of ice accretion to wires, poles, branches, etc., over most of central and southern Maine.  Accretions to communication towers were even greater.  A 1/2 inch guy wire in the Bar Harbor area was reported to be encased in ice 9-inches in diameter .  This ice not only provided additional  weight to the objects it coated, it also provided additional support.  As temperatures warmed Saturday in southern areas, this additional support melted away causing numerous trees and branches, and at least 4 radio or communication towers to fall.  Falling ice also created additional problems and was an extreme hazard to anyone venturing outside.  The town of Gray declared a state-of-emergency Saturday morning to keep residents from venturing out of shelters , due to the extreme hazard.  These hazards continued in southern and central areas Sunday, particularly in areas that failed to get above freezing during the day Saturday.  In central part of the state, particularly in shaded areas, the threat from falling ice and debris persisted considerably longer. In parts northern Maine, more than two feet of snow during the week with as much as 6 to 10 inches of sleet reported in some parts of north central Maine. Within the state, 5 deaths were attributed to the storm, although most occurred in the aftermath of the storm.  Two men died in separate incidents from carbon monoxide poisoning from inadequately ventilated generators.  Carbon monoxide poisoning reached epidemic proportions statewide with between 300 and 400 people treated at area hospitals, possibly the largest outbreak of carbon monoxide poisoning ever in the nation.   One man was killed when he was struck by a tree while cleaning up debris shortly after the storm.  One elderly man died of hypothermia after falling down a flight of stairs in his dark, unheated home.  In addition, one man was crushed when the roof over a gas station island collapsed under the weight of snow and ice several weeks after the storm.  In addition, the weight of the ice/snow from this and subsequent storms caused numerous roofs and buildings to collapse, primarily in central and eastern Maine. Long-term effects from the ice storm are expected to persist for many years.  Tree damage was extensive and will affect those people and companies that depend on trees for quite a few years.  In some areas, most of the maple trees used for syrup were severely damaged.  For many municipalities, debris cleanup will last well into the summer.  The debris will create an increase in the forest fire danger over the next several years and has blocked many fire access roads and trails.   Some recreational hiking trails remain closed due to debris.  Additionally, many, many tree limbs were left dangling by the ice storm and many trees were left partially fallen  These "widow makers" will pose a significant threat to anyone who works, walks, or drives through wooded areas over the next several years.           
323829	1998-08-01	DROUGHT	LA	0	0	0	137900000	The drought of 1998 continued in the month of August across southwest and central Louisiana. Between four and five inches of rain fell in the entire month of August across this region, which was actually the most in a month since April 1998.  Total dollar figure losses by southwest and central Louisiana farmers was nearly $138,000,000. The hardest hit parishes were Avoyelles and St. Landry Parishes, where over $55,000,000 was lost.  By product, the worst loss was soybeans, with an estimated $40,000,000 lost, followed by sugarcane at $25,000,000, and corn grain at $24,000,000. These statistics were tabulated by the Agricultural Center at Louisiana State University.
325616	1998-03-29	TORNADO	MN	1	0	1.2e+08	0	Tornado made a direct hit on the city of St. Peter and Gustavius Adolphus College.  All major buildings on campus suffered varying degrees of damage.  The spire on Christ Chapel snapped in half.  70% of the windows on campus were broken.  500 homes were destroyed in St. Peter, 1,700 were damaged.  Over 1,000 trees uprooted.  One person killed just outside St. Peter when the tornado struck a vehicle.  St. Peter Catholic Church destroyed.  Hospital severely damaged.  Roof ripped off library.  25% of books lost.  Debris from St. Peter found 50 miles away in southern suburbs of the Twin Cities.  60 rural homes and farms damaged or destroyed from Courtland to St. Peter.  Rural damage estimated at 6.5 million.    M6VE 
325695	1998-05-15	TSTM WIND	MN	0	0	1.7e+08	0	Large hail propelled by strong winds resulted in widespread roof and house damage.  Windows at public works blown out.  Roof damage to library and schools.  Damage estimate for entire county. 
325700	1998-05-15	HAIL	MN	0	0	4.5e+08	0	Severe damage to automobile dealership.  Damage estimate for entire county. 
325729	1998-05-15	TORNADO	MN	0	0	1.5e+08	0	Tornado touched down in Roseville, and travelled straight north through Shoreview, North Oaks, Lino Lakes, eventually lifting off in Blaine in Anoka County.  7 houses destroyed, 102 severely damaged.  Damaged estimate for entire county including widespread wind driven hail. 
325920	1998-05-30	TSTM WIND	MN	0	7	1.4e+08	0	Brick wall blown in at retail center.  2000 trees blown down.  Indoor mall sustained $1 million in damage.  3 homes destroyed.  Numerous trees down.  Damage estimate for entire county.  Estimated windspeed. 
327468	1998-09-27	HURRICANE	MS	0	0	6.02e+08	0	Hurricane Georges, a strong Category 2 hurricane moved slowly northwest across the Gulf of Mexico  toward southeast Louisiana and coastal Mississippi on the September 25 and September 26. As the hurricane approached the mouth of the Mississippi River on September 27, it slowly turned toward the north making landfall along the Mississippi Coast just to the east of Biloxi, MS at 0400 CST on September 28. The hurricane moved only slowly north during the morning hours, at times becoming nearly stationary. The hurricane finally was downgraded to a tropical storm at 1500CST on September 28 when it was located north of Biloxi. The tropical storm then moved very slowly eastward into southern Alabama on September 29.  The greatest affect from the hurricane occurred over Jackson County which experienced the intense eastern portion of the hurricanes eyewall and highest storm surge. Due to the slow forward speed of the hurricane very heavy rainfall occurred over eastern Harrison County and Jackson County leading to record flooding on streams and rivers. The barrier islands in the Mississippi Sound were also heavily damaged by wind and storm surge. A new three quarter mile cut developed in the east portion of Ship Island.  Total insured property damage in Mississippi was estimated at near 310 million dollars by insurance industry sources. When unisured losses and public property damage considered, total damages in Mississippi will likely approach $620 million. Hancock County - Wind damage in Hancock County was mostly confined to large tree limbs snapped off, trees downed, and minor roof damage to houses and businesses, and damage to commercial signs. Storm surge was of minimal impact with the county remaining on the west side of the hurricane. Storm surge was 4 to 5 ft above normal with only minor coastal flooding and beach erosion occurring. Approximately 2,000 people were housed in public shelters. Harrison County - Moderate wind damage occurred throughout the parish. Many commercial signs were damaged or destroyed, large trees limbs and trees downed, and wind damaged roofs or houses and businesses. At the Gulfport Harbor, a wind gage recorded a maximum gust of 80 mph at 0415CST on September 28.  At approximately the same time period, a gust to 117 mph was recorded in Gulfport, one mile north of the beach.  Storm surge flooding was generally 6 to 7 feet above normal across the coast. Storm surge flooding crossed US Highway 90 in several locations, but storm surge flooding to property was not considered major. A maximum stage of  8.1 ft was recorded at the Gulfport Harbor. Due to the slow movement of the hurricane, heavy rain occurred over the east portion of the county and adjacent areas. Significant river flooding occurred on the Biloxi and Tchoutacabouffa Rivers on the September 28 and September 29.  Wortham, on the Biloxi River reached its second highest stage of record with a reading of 25.47 ft on September 29.   Many county residents evacuated low lying areas in advance of the hurricane with approximately 3700 seeking refuge in public evacuation shelters within the county.  Jackson County - Jackson County bore the brunt of Hurricane Georges with the area experiencing the strong right front quadrant of the hurricane's circulation. A storm surge of 8 to 11 feet caused storm surge flooding along low lying coastal areas. This was the greatest storm surge flooding in Jackson County in nearly 30 years. In the east beach section of the Bellefontaine area, 23 of 27 homes were heavily damaged or destroyed by storm surge. Many businesses and industries located in low lying coastal areas were flooded causing considerable property damage and loss of revenue. The U.S. Navy facility at Pascagoula suffered $2.2 million in property damage, primarily roof and water damage.  Several unofficial anemometers recorded gusts between 85 and 100 mph in the Pascagoula area. Moderate wind damage was reported across the parish. Numerous commercial signs were destroyed, trees downed, roofs damaged, and power lines and poles downed.  Approximately 4600 people sought refuge in public hurricane evacuation shelters in Jackson County. Two shelters, one in Gautier and one in Pascagoula, suffered wind damage to the roof at the height of the storm.  Due to the slow forward speed of Hurricane Georges, widespread heavy rainfall occurred over Jackson County and over the watershed of the Pascagoula and Escatawpa Rivers. Rainfall of 10 to 15 inches was common over Jackson County. River flooding developed over much of the county by September 28. A record flood crest of 20.82 feet was established on Red Creek at Vestry. On the Escatawpa River, a record flood crest of 22.70 feet was established at Agricola.  Approximately 3,000 people were evacuated from flooded areas, primarily in the Escatawpa River basin, with hundreds of structures flooded in the county.   Pearl River County - Damage was mainly confined to downed tree limbs and trees, minor to moderate roof damage to homes and businesses, and power outages from downed power lines. Several secondary highways and roadways in the county were blocked by fallen trees. Storm total rainfall was fairly light with amounts of 2 to 4 inches common. About 200 people were sheltered in public hurricane evacuations shelters in the county.         
333681	1998-08-26	HURRICANE	NC	0	0	6400000	1.17e+08	Hurricane Bonnie, a minimal Catagory III Hurricane approached the coast of North Carolina on August 26th. The slow moving hurricane initially crossed Cape Fear during the late afternoon on the 26th, then pivoted northeast along the North Carolina coast during the evening. With part of the circulation center on land, the storm weakened to Catagory I storm in the early morning hours of the 27th before making landfall near the Onslow/Pender county line. The storm then continued to move slowly northeast at speeds of 10 mph or less. Bonnie was downgraded to a Tropical Storm during the afternoon of the 27th but later was reclassified as a Hurricane as she moved off Kitty Hawk late in the evening. Bonnie was a unique storm in that the strongest winds were not located around the center of circulation like a typical hurricane but encompassed a large area in the eastern semi-circle. The most damaging winds were contained in the precursor rain bands where localized downbursts produced siginficant damage...especially along the coast of Carteret county which appeared to sustain the most damage from the storm. The slow movement of the storm contributed to excessive rainfall amounts with totals of 7-10 inches common across eastern North Carolina. Since much of the region had experienced below normal rainfall during the  summer months,  the resulting flood was not as damaging as it could have been. The Southeast Cape Fear River in Duplin county had the most significant flooding with areas near Chinquapin reporting high water. Elsewhere flooding of poor drainage and low lying areas predominated. Coastal/Storm surge flooding  was not  as extensive as with Huuricanes Fran or Bertha but several locations did report significant problems. The hardest hit area was Belhaven where storm surge flooding along the Pungo River flooded 2/3rds of the homes in the area with water levels as high as 6 ft above normal. Other coastal flooding was reported in Manns Harbor and Stumpy Point in Dare county, Washington in Beaufort county, Near Hobucken in Pamlico county, Swansboro in Onslow county and along the south shore of the Albemarle sound in Washington and Tyrrell counties. Many docks, piers and bulkheads were damaged or destroyed by the storm. Along the Outer Banks, soundside flooding from the Pamlico Sound late on the 27th and early on the 28th produced water levels 4-6 feet above normal in Manteo on Roanoke Island and over portions of Hatteras Island where Route 12 was closed briefly due to high water. Storm surge at the beaches of Onslow and Carteret counties was generally 3-5 feet above normal with moderate beach erosion. North Topsail Beach lost most of the protective dunes constructed after the hurricanes of 1996. Tens of thousands of tires, part of an artificial reef,  washed up on the shore of Bogue Banks. Wind damage was greatest along Bogue Banks where two hotels and one department store lost roofs. The Iron Steamer and Indian Beach piers sustained significant damage losing large sections due to the combination of wind and rough surf. The hurricane also produced 7 confirmed tornadoes during the afternoon and evening of the 26th. The heavy rains and strong winds also led to significant crop damage with Onslow county reporting over 110 million dollars in damages. Several minor injuries but no loss of life were reported during the storm.
336988	1998-07-06	DROUGHT	OK	0	0	0	5e+08	 A devastating drought and heat wave affected southeastern Oklahoma farmers during the month of July.  At McAlester, the only rainfall during July was 0.19" on the first two days of the month.  The southeast Oklahoma climate division (which includes Choctaw, Pushmataha, Latimer and Le Flore Counties) received 50 percent of normal rainfall from May 1 through July 31.  By the end of July, southeast Oklahoma was classified by the Palmer Drought Index as being in the midst of a "severe drought", while east central Oklahoma was experiencing "moderate drought".  From a historical perspective, the period from June 1-July 31 was the third driest on record in southeast Oklahoma, while the period from April 1-July 31 was the fourth driest on record in east central Oklahoma.   When combined with 100+ degree temperatures on 24 out of 31 days during the month (at McAlester) and relative humidities under 25 percent on many afternoons, crops stood little chance of survival.  The Oklahoma Agriculture Secretary estimated crop damage throughout Oklahoma at $2 billion, of which $500 million might have taken place in southeast and east central Oklahoma.  The President declared the counties listed here as a drought disaster area, nine of sixty-six counties throughout southern and central Oklahoma receiving this designation. For more information on the heat wave, please refer to the Excessive Heat entry in eastern Oklahoma's July Storm Data.
343019	1998-06-01	DROUGHT	TX	0	0	0	1.5e+08	
343689	1998-08-01	DROUGHT	TX	0	0	0	150200000	The devastating drought of 1998 that began when little or no rain fell during the normally wet spring months continued through the end of summer. The two main crops across the area, wheat and cotton, were both near total losses, with additional losses to the cattle, sheep, and goat industries. Preliminary loss figures top $150 million dollars.
343690	1998-08-01	DROUGHT	TX	0	0	2.3e+07	167900000	Drought conditions continue from July.  After months of extremely dry and hot weather across SE Texas, relief came late in the month with welcomed rainfall and slightly cooler temperatures.  Over 20 people across the region lost their lives due to the extreme heat and property and crop damage averaged $8.3 million per county since May.  Locations across the region were finally catching up with rainfall toward the end of the month as the drought was coming to an end.  NOTE:  CROP AND PROPERTY DAMAGE LISTED HERE ARE FOR THE PERIOD MAY-AUGUST 1998.
